Energy_Consumption,Reference,Heating,Country,City,Zone,Energy_Class,Publish_date,Sale_Price,Floor,Street,Bedrooms,Elevator,Bathrooms,Year_Construction,Surface,Autonomous_Community,Contrat,Property_Type
238 kWh/m&sup2; año,583944,,es,Alicante,Los Ángeles,e,2024-05-24 18:56:00,249900,,C. Río Misisipi,2 dorm.,,1 baño,1980,147.00,Comunidad Valenciana,venta,Media
,590166,,es,Valencia,Fonteta - Hnos Maristas,,2024-07-24 10:11:17,380000,,Ctra. del Pi,6 dorm.,,2 baños,1890,2400.00,Comunidad Valenciana,venta,Señorial
,588676,,es,Badajoz,San Roque,,2024-10-31 20:25:38,35000,,C. Herradura,5 dorm.,,1 baño,1999,175.00,Extremadura,venta,Señorial
,596593,,es,Badajoz,Estacion De Autobuses,,2024-10-31 11:11:32,24900,,C. San Vicente de Paul,,,1 baño,1990,100.00,Extremadura,venta,Popular
,560052,,es,Badajoz,San Roque,,2024-03-01 10:20:59,41900,,C. Caballero Villarroel,5 dorm.,,2 baños,1960,161.00,Extremadura,venta,Señorial
,565362,,es,Badajoz,San Roque,,2024-10-31 09:52:15,42000,,C. Caballero Villarroel,,,2 baños,1960,80.00,Extremadura,venta,Señorial
,597088,,es,Badajoz,Ciudad Jardin,,2024-10-07 20:04:52,244900,Baja,Rafael Gil Gonzalez,,,,2016,250.00,Extremadura,venta,Popular
,597373,,es,Badajoz,Ciudad Jardin,,2024-10-29 10:43:58,89900,1 (planta media),C. Bonifacio Gil,,,,1972,82.00,Extremadura,venta,Popular
,598880,,es,Badajoz,San Fernando,,2024-10-25 19:32:04,710000,,Calle de Ntra. Sra. de Guadalupe,6 dorm.,,4 baños,2000,280.00,Extremadura,venta,Popular
,598566,,es,Badajoz,Ciudad Jardin,,2024-10-21 11:35:14,86000,Baja,C. Bélgica,4 dorm.,,2 baños,1999,110.00,Extremadura,venta,Media
,596806,,es,Badajoz,San Roque,,2024-10-24 11:18:18,74900,,C. de José Macón,3 dorm.,,,1975,91.00,Extremadura,venta,Popular
,595469,,es,Badajoz,San Fernando,,2024-10-22 20:34:44,109900,,C. Gurugú,8 dorm.,,5 baños,1974,419.00,Extremadura,venta,Media
,596936,,es,Badajoz,Estacion De Autobuses,,2024-10-21 17:18:44,147500,,El Fresno,5 dorm.,,1 baño,1999,165.00,Extremadura,venta,Popular
,598436,,es,Badajoz,San Fernando,,2024-10-18 17:29:15,96000,,Calle Jalifa,4 dorm.,,2 baños,1968,100.00,Extremadura,venta,Media
,595142,,es,Badajoz,San Fernando,,2024-09-20 13:55:10,57000,Baja,C. San Marcial,3 dorm.,,2 baños,1974,142.00,Extremadura,venta,Popular
,564139,,es,Badajoz,San Roque,,2024-10-14 20:19:35,137000,,C. Lopez de Tovar,4 dorm.,,1 baño,1965,160.00,Extremadura,venta,Señorial
"146,3 kW h/m&sup2; año",596942,,es,Badajoz,San Roque,d,2024-10-16 12:57:38,89900,,C. Herradura,2 dorm.,,1 baño,2007,148.00,Extremadura,venta,Media
164 kW h/m&sup2; año,520676,centralizada (Gas),es,Granada,Cartuja - Traumatología,e,2024-10-31 11:41:01,780,,C. Minerva,3 dorm.,Sí,1 baño,2000,85.00,Andalucía,alquiler,Media
"85,47 kWh/m&sup2; año",564311,,es,Granada,Cartuja - Traumatología,e,2024-10-31 11:40:55,1400,,Cam. de Alfacar,5 dorm.,Sí,2 baños,1980,85.00,Andalucía,alquiler,Señorial
,591678,,es,Granada,Beiro - Plaza De Toros - Triunfo,,2024-08-22 20:53:09,109000,Semisótano,C. Real de Cartuja,2 dorm.,,1 baño,2000,67.00,Andalucía,alquiler,Popular
"72,32 kWh/m&sup2; año",596594,centralizada,es,Málaga,Puerto De La Torre,c,2024-10-07 10:39:22,2300,,Calle Vesta,3 dorm.,,2 baños,2020,215.00,Andalucía,alquiler,Media
"154,8 kW h/m&sup2; año",597960,Independiente,es,Málaga,Puerto De La Torre,e,2024-10-18 19:28:39,1700,,Calle Ortosa,3 dorm.,,2 baños,2000,103.00,Andalucía,alquiler,Popular
,599224,,es,Málaga,Miraflores De Los Angeles,,2024-10-28 12:16:48,150,-4 (planta sótano),Calle Ntra. Sra. de los Clarines,,,,2010,26.00,Andalucía,alquiler,Popular
,564429,,es,Málaga,La Paz - Puerta Blanca,,2024-10-28 11:54:28,750,Baja,P.º Tanima,3 dorm.,,,1960,83.00,Andalucía,alquiler,Popular
"20,44 kW h/m&sup2; año",597338,,es,Málaga,Martiricos,b,2024-10-09 10:31:56,1600,19 (planta alta),Paseo Martiricos,2 dorm.,,,2023,70.00,Andalucía,alquiler,Popular
,596737,,es,Málaga,Carlos De Haya,,2024-10-08 12:58:51,1100,,C. México,3 dorm.,Sí,,1998,89.00,Andalucía,alquiler,Popular
,596646,,es,Málaga,Las Delicias - Giron - Parque Mediterraneo,,2024-10-03 09:55:24,600,Planta baja,C. Victoria Mérida y Piret,2 dorm.,,,1983,67.00,Andalucía,alquiler,Popular
,588974,,es,Málaga,Nueva Malaga - Las Chapas,,2024-07-30 11:09:38,600,,C/ José Iturbi,1 dorm.,,,1992,142.00,Andalucía,alquiler,Señorial
,594165,Independiente,es,Málaga,Carlos De Haya,,2024-09-12 09:29:48,4000,Planta baja,Av. de Carlos Haya,,,4 baños,1998,254.00,Andalucía,alquiler,Media
,594692,,es,Sevilla,El Plantinar - Tiro De Linea,,2024-09-17 09:24:57,1000,6,C. Ulía,,,,1960,85.00,Andalucía,alquiler,Popular
"132,28 kWh/m&sup2; año",346477,Independiente (Eléctrica),es,Sevilla,Cerro Del Aguila,e,2020-05-27 13:39:20,1200,Baja,Calle Afán de Ribera,,,2 baños,2003,161.00,Andalucía,alquiler,Popular
,576402,,es,Sevilla,Cerro Del Aguila,,2024-03-12 19:24:56,530,Baja,Calle Aragon,,,1 baño,1975,54.00,Andalucía,alquiler,Media
,588980,,es,Sevilla,El Plantinar - Tiro De Linea,,2024-07-10 19:25:37,70,1 (planta media),C. Rector Candil,,,,2005,12.00,Andalucía,alquiler,Media
,599204,,es,Sevilla,Arroyo - Santa Justa,,2024-10-25 11:24:00,650,Baja,C. San Joaquín,,,,1969,96.00,Andalucía,alquiler,De época
,592421,centralizada (Paneles Solares),es,Sevilla,Su Eminencia ,,2024-08-20 19:38:43,950,Planta baja,C. Nicolás Díaz Benjumea,2 dorm.,Sí,1 baño,2023,80.00,Andalucía,alquiler,Señorial
,574301,,es,Sevilla,Su Eminencia ,,2024-05-27 17:40:34,950,1 (planta media),C. Nicolás Díaz Benjumea,2 dorm.,Sí,,2023,60.00,Andalucía,alquiler,Señorial
"135,65 kW h/m&sup2; año",593234,,es,Sevilla,Cerro Del Aguila,e,2024-08-30 20:35:51,420,Media,C. Afán de Ribera,1 dorm.,,2 baños,2001,185.00,Andalucía,alquiler,Popular
,595385,,es,Sevilla,Cerro Del Aguila,,2024-09-23 20:48:19,320,Baja,C. Párroco Antonio Gómez Villalobos,1 dorm.,,1 baño,1970,14.00,Andalucía,alquiler,Popular
,589589,,es,Sevilla,Amate - Rochelambert,,2024-08-06 10:41:00,800,,Calle Puerto de la Molina,,,,1975,84.00,Andalucía,alquiler,Popular
,589306,,es,Sevilla,Carretera De Carmona - San Diego - Las Naciones,,2024-08-20 10:54:46,450,Baja,Cortijo de la Albarrana,,,1 baño,2002,24.00,Andalucía,alquiler,Media
,583429,,es,Sevilla,Macarena - La Salle - Begoña,,2024-05-23 12:15:19,650,Baja,Av. de Pino Montano,,,2 baños,1940,55.00,Andalucía,alquiler,Popular
,513789,Independiente (Eléctrica),es,Sevilla,Macarena Golondrinas - Sanchez Pijuan,,2023-12-21 19:11:08,500,Baja,Plaza Dr. Barraquer,,,1 baño,1973,60.00,Andalucía,alquiler,Popular
"388,45 kWh/m&sup2; año",586238,,es,Sevilla,Cerro Del Aguila,f,2024-06-18 10:12:28,700,Baja,C. José María de Pereda,,,1 baño,1978,50.00,Andalucía,alquiler,Media
,599554,Independiente (Gas),es,Zaragoza,Casetas,,2024-10-29 13:14:15,650,1 (planta alta),Av. de Logroño,2 dorm.,Sí,1 baño,2008,85.00,Aragón,alquiler,Media
,504523,centralizada (Eléctrica),es,Zaragoza,Arrabal,,2022-03-10 20:26:00,1500,Baja,Calle de Pano y Ruata,2 dorm.,,1 baño,1977,65.00,Aragón,alquiler,Media
,550093,centralizada (Gas),es,Zaragoza,Parque Roma,,2023-06-16 16:47:25,75,Baja,Urbanización Parque Roma,,Sí,,1979,10.00,Aragón,alquiler,Señorial
141 kW h/m&sup2; año,592125,,es,Zaragoza,Delicias,f,2024-08-21 10:50:51,650,Baja,C. de las Delicias,,,,1980,81.00,Aragón,alquiler,Media
"247,1 kWh/m&sup2; año",192640,,es,Zaragoza,Actur,c,2024-06-25 14:04:53,700,Baja,C. Pedro Saputo,5 dorm.,,2 baños,2005,100.00,Aragón,alquiler,Media
292 kWh/m&sup2; año,522775,,es,Zaragoza,Las Fuentes,c,2024-09-27 11:40:13,400,Baja,Salvador minguijon,,,1 baño,1961,39.00,Aragón,alquiler,Popular
,582506,,es,Zaragoza,Miralbueno,,2024-05-13 13:34:27,35,,Calle Ibón de Catieras,,Sí,,2005,13.00,Aragón,alquiler,Media
"305,30 kWh/m&sup2; año",353114,,es,Zaragoza,Actur,d,2023-04-03 17:29:25,2260,,Calle Pablo Ruiz Picasso,,,1 baño,1984,199.00,Aragón,alquiler,Popular
"212,5 kWh/m&sup2; año",593105,,es,Zaragoza,Picarral,e,2024-08-29 17:29:38,1200,Alta,C. de Jesús y María,3 dorm.,,2 baños,1990,300.00,Aragón,alquiler,Señorial
"296,00 kW h/m&sup2; año",548628,,es,Zaragoza,Actur,f,2024-07-20 11:45:47,375,Baja,Calle Poeta Rosalía de Castro,,,,2000,58.00,Aragón,alquiler,Media
"271,8 kWh/m&sup2; año",570646,,es,Zaragoza,Arrabal,d,2024-01-19 19:45:30,950,,Plaza San Gregorio,,,1 baño,1944,85.00,Aragón,alquiler,De época
"1333,38 kWh/m&sup2; año",503468,centralizada (Eléctrica),es,Zaragoza,Arrabal,d,2022-03-02 19:49:50,480,Planta baja,Calle Mariano Turmo,,,1 baño,1990,101.00,Aragón,alquiler,Popular
,554135,,es,Zaragoza,Casetas,,2024-03-06 10:44:20,400,Baja,C. Domingo Legua Rudilla,,,1 baño,1970,153.00,Aragón,alquiler,Media
,318805,,es,Zaragoza,Almozara,,2023-12-26 10:51:01,450,,Calle Reino,1 dorm.,,,1969,125.00,Aragón,alquiler,Media
,215134,,es,Zaragoza,Actur,,2024-06-25 13:04:46,800,Baja,"Calle Iglesias, Pablo",,,,2004,235.00,Aragón,alquiler,Media
"186,66 kWh/m&sup2; año",571671,,es,Valladolid,La Rubia,e,2024-01-29 20:10:46,650,,Paseo de Zorrilla,2 dorm.,Sí,1 baño,1965,66.00,Castilla Y León,alquiler,Popular
210 kW h/m&sup2; año,598632,Independiente,es,Valladolid,La Rubia,e,2024-10-21 17:56:44,730,,Calle del Final,2 dorm.,Sí,1 baño,1990,78.00,Castilla Y León,alquiler,Popular
"614,2 kW h/m&sup2; año",571622,,es,Valladolid,4 Marzo - La Farola,e,2024-10-21 20:37:07,550,,Calle del Arzobispo Marcelo González,,,2 baños,1960,110.00,Castilla Y León,alquiler,Popular
,582018,,es,Valladolid,Hospital Militar,,2024-05-21 19:45:03,300,Baja,Calle Capuchinos,,,1 baño,1941,71.00,Castilla Y León,alquiler,Media
,597823,,es,Valladolid,Pajarillos ,,2024-10-14 13:42:45,90,Sótano,Calle Urraca,,,,1983,15.00,Castilla Y León,alquiler,Popular
197 kWh/m&sup2; año,596559,Independiente (Gas),es,Valladolid,Parquesol,e,2024-10-02 11:38:27,850,5,Calle Manuel Azaña,3 dorm.,Sí,2 baños,2003,140.00,Castilla Y León,alquiler,Señorial
,590638,,es,Valladolid,4 Marzo - La Farola,,2024-08-02 19:49:49,450,Planta baja,Calle Falla,,,1 baño,1960,58.00,Castilla Y León,alquiler,Popular
,569791,,es,Valladolid,Villa Del Prado,,2024-01-12 20:20:33,35,-1 (planta planta baja),Monasterio santa maria de moreruela,,,,2006,24.00,Castilla Y León,alquiler,Popular
,577026,,es,Valladolid,La Rubia,,2024-04-04 18:04:03,350,,Calle Dr. Moreno,2 dorm.,,1 baño,1978,46.00,Castilla Y León,alquiler,Popular
,579077,,es,Valladolid,La Rubia,,2024-04-09 18:16:56,600,,Calle Dr. Moreno,4 dorm.,,1 baño,1972,183.00,Castilla Y León,alquiler,Popular
305 kWh/m&sup2; año,573462,Independiente (Aéreo Termo),es,Valladolid,Parquesol,d,2024-02-14 17:42:50,1100,Baja,C. Prof. Adolfo Miaja de la Muela,1 dorm.,,2 baños,1996,120.00,Castilla Y León,alquiler,Popular
,578296,,es,Valladolid,Parquesol,,2024-04-02 20:59:52,65,Sótano,C. Prof. Adolfo Miaja de la Muela,1 dorm.,,,1990,34.00,Castilla Y León,alquiler,Popular
,570739,,es,Valladolid,Huerta Del Rey,,2024-02-07 20:24:45,40,-1 (planta planta baja),Calle del Monasterio Sta. Isabel,,,,2007,20.00,Castilla Y León,alquiler,Media
,572967,,es,Valladolid,Delicias,,2024-02-27 19:39:29,330,,C. Gerona,,,1 baño,1990,25.00,Castilla Y León,alquiler,Media
125 kWh/m&sup2; año,598124,,es,Toledo,Santa Barbara,d,2024-10-25 12:44:47,700,2 (planta media),Av. de Santa Bárbara,2 dorm.,,,2007,66.00,Castilla-La Mancha,alquiler,Media
"242,42 kW h/m&sup2; año",503200,centralizada (Gas),es,Toledo,Polígono S.m. Benquerencia,f,2024-10-08 12:33:45,750,,Calle Guadarrama,3 dorm.,Sí,1 baño,1980,85.00,Castilla-La Mancha,alquiler,Media
"161,8 kW h/m&sup2; año",598189,,es,Toledo,Casco Histórico,e,2024-10-18 20:29:54,550,Baja,Bajada Antequeruela,,,1 baño,1991,50.00,Castilla-La Mancha,alquiler,Media
"271,3 kWh/m&sup2; año",589442,,es,Toledo,Casco Histórico,g,2024-07-15 20:29:31,750,2,C. Miguel de Cervantes,3 dorm.,Sí,3 baños,1950,147.00,Castilla-La Mancha,alquiler,Media
"335,1 kWh/m&sup2; año",526593,Independiente (Gas),es,Toledo,Casco Histórico,f,2024-09-10 19:11:30,700,,C. Carreras San Sebastián,3 dorm.,,2 baños,1970,86.00,Castilla-La Mancha,alquiler,Media
"89,0 kW h/m&sup2; año",588355,,es,Toledo,Polígono S.m. Benquerencia,d,2024-07-05 10:24:40,450,Baja,Av. del Río Boladiez,1 dorm.,,,1977,70.00,Castilla-La Mancha,alquiler,Media
"130,3 kW h/m&sup2; año",570727,,es,Toledo,Polígono S.m. Benquerencia,e,2024-01-31 21:12:52,400,Baja,C. Río Alberche,,,1 baño,1995,60.00,Castilla-La Mancha,alquiler,Popular
304 kWh/m&sup2; año,549784,,es,Barcelona,La Sagrada Familia,f,2023-06-17 14:13:53,1690,,C/ de Padilla,2 dorm.,,1 baño,1951,59.00,Cataluña,alquiler,Media
,589966,,es,Barcelona,La Sagrada Familia,,2024-07-24 18:07:22,1200,Planta baja,Carrer de Lepant,1 dorm.,,1 baño,1953,88.00,Cataluña,alquiler,Media
169 kWh/m&sup2; año,340463,,es,Barcelona,Poble Sec,e,2020-02-05 20:25:41,1400,,Carrer de la Concòrdia,3 dorm.,Sí,1 baño,1936,69.00,Cataluña,alquiler,Media
99 kW h/m&sup2; año,591720,,es,Barcelona,El Guinardó,g,2024-10-30 11:11:55,2300,,Av. de la Mare de Déu de Montserrat,,,1 baño,1998,252.00,Cataluña,alquiler,Popular
103 kWh/m&sup2; año,590802,,es,Barcelona,Sant Andreu Centre,c,2024-07-31 11:41:22,1500,Baja,C/ Gran de Sant Andreu,,,,1970,183.00,Cataluña,alquiler,Media
,599574,,es,Barcelona,Sant Antoni,,2024-10-29 19:24:54,2300,4 (planta alta),Carrer de Villarroel,4 dorm.,,1 baño,1900,91.00,Cataluña,alquiler,Señorial
141 kWh/m&sup2; año,580289,centralizada (Gas),es,Barcelona,La Sagrada Familia,e,2024-04-19 20:03:43,1690,3 (planta media),Carrer de Mallorca,2 dorm.,Sí,2 baños,1924,78.00,Cataluña,alquiler,Media
130 kWh/m&sup2; año,563277,,es,Barcelona,La Barceloneta,e,2024-10-28 15:57:35,900,,Carrer de la Vila Joiosa,1 dorm.,,1 baño,1900,30.00,Cataluña,alquiler,Popular
197 kWh/m&sup2; año,596922,,es,Barcelona,La Barceloneta,d,2024-10-04 18:13:41,840,,Carrer de la Maquinista,,,,1900,45.00,Cataluña,alquiler,Media
205 kW h/m&sup2; año,573687,,es,Barcelona,La Barceloneta,c,2024-10-28 19:05:11,800,Baja,Pg. de Joan de Borbó,,,,1800,9.00,Cataluña,alquiler,Media
,346799,Independiente (Termo Ventilación),es,Barcelona,La Barceloneta,,2023-11-13 17:04:09,750,Alta,Calle pescadors,,,1 baño,1930,33.00,Cataluña,alquiler,Popular
,591010,,es,Barcelona,Antiga Esquerra De L'Eixample (Alta),,2024-09-16 14:00:17,4800,,Gran via de les corts catalanes,,,1 baño,1900,409.00,Cataluña,alquiler,Media
259 kW h/m&sup2; año,596917,,es,Barcelona,La Barceloneta,g,2024-10-04 18:20:00,1800,3 (planta media),Passeig de Joan de Borbó Comte de Barcelona,1 dorm.,Sí,1 baño,1800,56.00,Cataluña,alquiler,Media
,599081,,es,Barcelona,Raval,,2024-10-24 20:08:09,1800,,Carrer de Lancaster,,,,1841,105.00,Cataluña,alquiler,Popular
217 kW h/m&sup2; año,246171,,es,Barcelona,La Barceloneta,f,2022-06-27 18:02:36,800,2 (planta media),Carrer del Comte de Santa Clara,1 dorm.,,1 baño,1940,35.00,Cataluña,alquiler,Popular
,599462,,es,Madrid,Argüelles,,2024-10-29 11:56:27,1200,Semisótano,Santa Cruz de Marcenado,,,1 baño,1940,61.00,Comunidad De Madrid,alquiler,Media
"195,4 kWh/m&sup2; año",599419,Independiente (Eléctrica),es,Madrid,,e,2024-10-28 17:48:49,1500,,Calle Mota del Cuervo,4 dorm.,,2 baños,1970,105.00,Comunidad De Madrid,alquiler,Popular
260 kWh/m&sup2; año,583211,Independiente,es,Madrid,Alameda De Osuna,e,2024-06-07 09:52:02,850,,C. del Balandro,,,1 baño,1973,57.00,Comunidad De Madrid,alquiler,Popular
176 kW h/m&sup2; año,599682,,es,Madrid,Ciudad Pegaso,d,2024-10-31 10:59:08,900,Baja,Av. Séptima,1 dorm.,,1 baño,2002,42.00,Comunidad De Madrid,alquiler,Media
119 kW h/m&sup2; año,594404,Independiente (Gas),es,Madrid,Eugenia De Montijo - Colonia De La Prensa,d,2024-09-17 11:18:21,1190,2 (planta media),C. Marqués de Casa Jiménez,2 dorm.,,2 baños,2004,89.00,Comunidad De Madrid,alquiler,Popular
,599176,,es,Madrid,Barrio Concepcion,,2024-10-30 21:09:19,1150,,Virgen del Coro,,,,1956,71.00,Comunidad De Madrid,alquiler,Popular
,308869,,es,Madrid,Cuatro Caminos,,2023-05-20 13:29:28,1600,,Calle Dulcinea,,,1 baño,1950,60.00,Comunidad De Madrid,alquiler,Media
326 kW h/m&sup2; año,598174,,es,Madrid,Usera,d,2024-10-30 18:53:01,580,Baja,C. de Hermenegildo Bielsa,,,,1956,50.00,Comunidad De Madrid,alquiler,Media
304 kW h/m&sup2; año,497411,,es,Madrid,Usera,f,2024-10-30 18:52:27,900,,C. Matilde Gayo,1 dorm.,,,1956,63.00,Comunidad De Madrid,alquiler,Popular
393 kWh/m&sup2; año,596720,centralizada (Radiadores),es,Madrid,Lacoma - Peñagrande ,g,2024-10-16 14:11:35,1100,4 (planta alta),Calle Cadalso de los Vidrios,3 dorm.,,1 baño,1957,55.00,Comunidad De Madrid,alquiler,Popular
393 kWh/m&sup2; año,596704,centralizada (Radiadores),es,Madrid,Lacoma - Peñagrande ,g,2024-10-16 14:14:46,1150,,Calle Cadalso de los Vidrios,,,1 baño,1957,55.00,Comunidad De Madrid,alquiler,Popular
2072 kWh/m&sup2; año,597537,,es,Madrid,Barrio Concepcion,e,2024-10-21 11:19:18,1200,,Calle Aristoteles,,,1 baño,1967,80.00,Comunidad De Madrid,alquiler,Señorial
402 kW h/m&sup2; año,555550,,es,Madrid,Lacoma - Peñagrande ,e,2024-10-30 09:52:21,650,Baja,Islas cies,1 dorm.,,1 baño,1970,56.00,Comunidad De Madrid,alquiler,Popular
,564383,,es,Madrid,Santa Eugenia ,,2024-10-29 20:11:50,500,Baja,C. Real de Arganda,,,1 baño,1976,37.00,Comunidad De Madrid,alquiler,Popular
,517256,Independiente (Gas),es,Madrid,Prosperidad,,2024-10-29 18:53:10,1495,Alta,Calle Martín Martínez,2 dorm.,Sí,1 baño,1980,61.00,Comunidad De Madrid,alquiler,Media
118 kWh/m&sup2; año,558003,,es,Alicante,Pla - Carolinas,e,2024-07-02 13:34:17,300,4,C. Pradilla,3 dorm.,Sí,1 baño,1969,90.00,Comunidad Valenciana,alquiler,Popular
118 kWh/m&sup2; año,587290,,es,Alicante,Pla - Carolinas,e,2024-06-25 19:33:45,320,,Calle Foguerer,4 dorm.,,2 baños,1972,94.00,Comunidad Valenciana,alquiler,Popular
,597020,,es,Alicante,Pla - Carolinas,,2024-10-05 14:04:44,1100,,Calle Monforte del cid,,,,1960,203.00,Comunidad Valenciana,alquiler,Popular
,569601,,es,Alicante,Pla - Carolinas,,2024-01-10 20:02:14,650,Baja,Inmaculada del Pla,,,,1968,67.00,Comunidad Valenciana,alquiler,Popular
,583409,,es,Valencia,Sant Antoni - Primado Reig,,2024-10-19 10:26:11,450,Baja,Carrer del Pare Urbà,1 dorm.,,1 baño,1966,54.00,Comunidad Valenciana,alquiler,Popular
,591454,,es,Valencia,Benicalap - Peset Aleixandre,,2024-08-06 19:30:13,650,,Av. del Dr. Peset Aleixandre,,,1 baño,1963,65.00,Comunidad Valenciana,alquiler,Popular
,596736,Independiente (Gas),es,Valencia,Sant Antoni - Primado Reig,,2024-10-04 12:24:14,1700,,C/ de Sagunt,4 dorm.,Sí,2 baños,1995,160.00,Comunidad Valenciana,alquiler,Señorial
,580458,,es,Valencia,Monteolivete - Waskman,,2024-10-02 11:45:08,750,Baja,Carrera de la Fonteta de Sant Lluís,,,1 baño,1936,96.00,Comunidad Valenciana,alquiler,Señorial
,595253,,es,Valencia,El Grau,,2024-09-27 10:53:01,1200,,Av. Francia,,,,1965,231.00,Comunidad Valenciana,alquiler,Media
,594135,,es,Valencia,Albors - Cami Fondo,,2024-09-10 11:54:42,1450,,C/ del Dr. Manuel Candela,,Sí,2 baños,1966,90.00,Comunidad Valenciana,alquiler,Media
,339899,,es,Valencia,Sant Antoni - Primado Reig,,2024-09-20 12:32:08,450,Baja,Carrer de Sant Joan de la Creu,4 dorm.,,1 baño,1998,127.00,Comunidad Valenciana,alquiler,Popular
,585799,,es,Valencia,L'Olivereta - Av Del Cid,,2024-07-12 10:34:44,500,Planta baja,C/ de Pintor Stolz,1 dorm.,,,1960,31.00,Comunidad Valenciana,alquiler,Media
,592832,,es,Valencia,Benimaclet,,2024-08-27 14:00:27,800,Baja,C/Marcelino Giner,,,,1970,100.00,Comunidad Valenciana,alquiler,Popular
67 kW h/m&sup2; año,593564,,es,Valencia,Saidia - Marxalenes,d,2024-09-04 20:37:19,950,6,Av. del Dr. Peset Aleixandre,,Sí,1 baño,1965,85.00,Comunidad Valenciana,alquiler,Popular
185 kWh/m&sup2; año,569647,,es,Valencia,Extramurs,c,2024-02-16 17:22:28,850,Baja,Calle Norte,,,,2005,247.00,Comunidad Valenciana,alquiler,De época
,514515,,es,Valencia,Fonteta - Hnos Maristas,,2023-02-15 18:38:46,800,Baja,Fuente san luis,,,,1961,169.00,Comunidad Valenciana,alquiler,Media
,558437,,es,Valencia,Fonteta - Hnos Maristas,,2023-10-31 11:08:49,400,Planta baja,Ebenista caselles,,,,1960,45.00,Comunidad Valenciana,alquiler,Media
54 kW h/m&sup2; año,512329,,es,Valencia,Sant Antoni - Primado Reig,d,2024-06-19 20:26:57,550,Baja,Carrer de Gual Villalbí,1 dorm.,,1 baño,1968,42.00,Comunidad Valenciana,alquiler,Popular
